floor,floors_count,rooms_count,total_meters,price,distance_to_subway,distance_to_center,district_rank
7,24,1,34.78,5170000,0.0,14076.095534303193,15
9,27,1,37.65,8116032,0.0,16035.092089458927,6
7,16,1,35.1,8500000,0.00040296531627092766,6706.953697416524,8
4,9,1,29.0,5850000,0.0007395238260117155,10155.005208917863,15
3,9,1,49.6,19875522,0.0008001889571493832,4451.82331868231,1
9,17,1,50.5,20950000,0.0011497423066221203,4614.727033263814,9
6,9,1,51.04,18813344,0.0008667257292285963,2749.465268207675,1
7,10,1,38.6,11199000,0.0008932332437097803,4345.346709194138,14
8,24,1,32.6,4900000,0.0,6146.635440363442,10
5,12,1,48.34,12138175,0.0002443202332049146,11930.967202371161,9
2,7,1,38.1,8900000,0.0,13663.939392961578,13
5,9,1,53.88,19337532,0.0008667257292285963,2749.465268207675,1
1,6,1,37.9,6490000,0.00048577277273604565,6522.69978175102,6
1,14,1,37.8,7500000,0.0,7124.993828071442,8
16,26,1,34.6,7093000,0.00028215610000601805,14765.691186827775,18
9,24,1,45.0,17500000,0.0007977499774960309,9970.464208804753,7
21,25,1,30.8,4970000,0.0,6146.635440363442,10
1,18,1,41.9,8500000,0.0007371733561702027,8536.53728882809,15
4,10,1,58.2,23500000,0.0003595947170311076,5505.659556532029,10
5,8,1,59.9,31762275,0.0007960440990986843,3259.869239767524,1
6,8,1,42.0,15850000,0.00031815345624930705,3407.1894516425405,3
2,3,1,50.3,17605000,0.001917220397415499,1768.825751239452,4
7,25,1,33.6,6150000,0.000414071524500249,14076.095534303193,15
3,8,1,44.5,24900000,0.0015613433106347705,3484.129883085302,2
2,4,1,32.9,7600000,0.0,16222.477610990647,13
5,14,1,40.7,11990000,0.0008874706958954048,4827.377917188126,9
10,12,1,38.9,12500000,0.002025309886324784,8456.960457313324,9
12,27,1,37.4,7300000,0.0009343937253855024,15112.206006767625,6
1,6,1,38.4,17280000,0.0004300683236918158,2498.285912032635,3
1,8,1,47.5,18037434,0.0007796067408117638,3531.0111824615014,1
3,8,1,42.8,18000000,0.0008515989764494362,3946.980416098691,1
3,4,1,49.0,18900000,0.0006869968732101214,3282.842517590927,4
12,26,1,45.3,19000000,0.0008565814162657923,9523.65456796444,6
2,9,1,50.1,19818493,0.0008001889571493832,4451.82331868231,1
1,3,1,53.6,19990000,0.0,1768.825751239452,4
